,episode,character,line_count,seriesEpisode,Series,Season,totalSeasons,Episodes,Response,Title,Released,Episode,imdbRating,imdbID,line_count_episode_total,episodeFraction,ratingFraction
51,2,GIRL,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
52,2,ODO,63,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.16195372750642673,1.1174807197943444
53,2,O'BRIEN,24,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.061696658097686374,0.425706940874036
54,2,NOG,5,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.012853470437017995,0.08868894601542417
55,2,QUARK,18,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.04627249357326478,0.319280205655527
56,2,BASHIR,49,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.12596401028277635,0.8691516709511569
57,2,DAX,34,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.08740359897172237,0.6030848329048843
58,2,COMPUTER,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
59,2,OFFICER,3,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.007712082262210797,0.0532133676092545
60,2,JAKE,9,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.02313624678663239,0.1596401028277635
61,2,CROWD,3,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.007712082262210797,0.0532133676092545
62,2,DABO,1,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.002570694087403599,0.017737789203084834
63,2,KEIKO,32,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.08226221079691516,0.5676092544987147
64,2,WAITER,1,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.002570694087403599,0.017737789203084834
65,2,MAN,5,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.012853470437017995,0.08868894601542417
66,2,MOLLY,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
67,2,ZAYRA,13,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.033419023136246784,0.23059125964010282
68,2,IRUDAN,3,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.007712082262210797,0.0532133676092545
69,2,ROM,12,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.030848329048843187,0.212853470437018
70,2,NURSE,1,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.002570694087403599,0.017737789203084834
71,2,SECURITY,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
72,2,BAJORAN,4,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.010282776349614395,0.07095115681233934
73,2,DNA,6,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.015424164524421594,0.106426735218509
74,2,LAMONAY,6,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.015424164524421594,0.106426735218509
75,2,VOICE,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
76,2,MALE,1,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.002570694087403599,0.017737789203084834
77,2,WOMAN,2,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.005141388174807198,0.03547557840616967
78,2,IBUDAN,3,3,Star Trek: Deep Space Nine,1,7,"{'Title': 'A Man Alone', 'Released': '1993-01-17', 'Episode': '3', 'imdbRating': '6.9', 'imdbID': 'tt0708494'}",True,A Man Alone,1993-01-17,3,6.9,tt0708494,389,0.007712082262210797,0.0532133676092545
79,3,KIRA,62,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.15538847117794485,1.0877192982456139
80,3,SISKO,76,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.19047619047619047,1.3333333333333333
81,3,CREWWOMAN,1,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.002506265664160401,0.017543859649122806
82,3,CREWMAN,2,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.005012531328320802,0.03508771929824561
83,3,ODO,52,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.13032581453634084,0.9122807017543859
84,3,O'BRIEN,34,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.08521303258145363,0.5964912280701754
85,3,QUARK,47,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.11779448621553884,0.8245614035087718
86,3,BASHIR,38,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.09523809523809523,0.6666666666666666
87,3,DAX,15,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.03759398496240601,0.2631578947368421
88,3,COMPUTER,18,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.045112781954887216,0.3157894736842105
89,3,JAKE,4,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.010025062656641603,0.07017543859649122
90,3,MAN,1,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.002506265664160401,0.017543859649122806
91,3,NURSE,1,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.002506265664160401,0.017543859649122806
92,3,SECURITY,1,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.002506265664160401,0.017543859649122806
93,3,JABARA,7,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.017543859649122806,0.12280701754385964
94,3,ASOTH,5,4,Star Trek: Deep Space Nine,1,7,"{'Title': 'Babel', 'Released': '1993-01-24', 'Episode': '4', 'imdbRating': '7.0', 'imdbID': 'tt0708501'}",True,Babel,1993-01-24,4,7.0,tt0708501,399,0.012531328320802004,0.08771929824561403
