,episode,character,line_count,seriesEpisode,season,seasonEpisode,airDate,title,jammerStars,description,line_count_episode_total,episodeFraction,ratingFraction,episodeQuality
44,1,ROLLMAN,2,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.00477326968973747,0.00477326968973747,1.0
45,1,DEPUTY,1,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.002386634844868735,0.002386634844868735,1.0
46,1,DANAR,12,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.028639618138424822,0.028639618138424822,1.0
47,1,LURSA,11,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.026252983293556086,0.026252983293556086,1.0
48,1,GUL,12,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.028639618138424822,0.028639618138424822,1.0
49,2,KIRA,23,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.05912596401028278,0.0,0.0
50,2,SISKO,58,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.14910025706940874,0.0,0.0
51,2,GIRL,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
52,2,ODO,63,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.16195372750642673,0.0,0.0
53,2,O'BRIEN,24,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.061696658097686374,0.0,0.0
54,2,NOG,5,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.012853470437017995,0.0,0.0
55,2,QUARK,18,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.04627249357326478,0.0,0.0
56,2,BASHIR,49,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.12596401028277635,0.0,0.0
57,2,DAX,34,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.08740359897172237,0.0,0.0
58,2,COMPUTER,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
59,2,OFFICER,3,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.007712082262210797,0.0,0.0
60,2,JAKE,9,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.02313624678663239,0.0,0.0
61,2,CROWD,3,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.007712082262210797,0.0,0.0
62,2,DABO,1,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.002570694087403599,0.0,0.0
63,2,KEIKO,32,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.08226221079691516,0.0,0.0
64,2,WAITER,1,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.002570694087403599,0.0,0.0
65,2,MAN,5,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.012853470437017995,0.0,0.0
66,2,MOLLY,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
67,2,ZAYRA,13,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.033419023136246784,0.0,0.0
68,2,IRUDAN,3,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.007712082262210797,0.0,0.0
69,2,ROM,12,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.030848329048843187,0.0,0.0
70,2,NURSE,1,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.002570694087403599,0.0,0.0
71,2,SECURITY,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
72,2,BAJORAN,4,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.010282776349614395,0.0,0.0
73,2,DNA,6,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.015424164524421594,0.0,0.0
74,2,LAMONAY,6,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.015424164524421594,0.0,0.0
75,2,VOICE,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
76,2,MALE,1,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.002570694087403599,0.0,0.0
77,2,WOMAN,2,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.005141388174807198,0.0,0.0
78,2,IBUDAN,3,3,1,3,1/18/1993,A Man Alone,2.0,"When the return of a man Odo sent to prison years earlier leads to his murder aboard the station, Odo becomes the prime suspect and a target for harassment.",389,0.007712082262210797,0.0,0.0
79,3,KIRA,62,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.15538847117794485,0.07769423558897243,0.5
80,3,SISKO,76,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.19047619047619047,0.09523809523809523,0.5
81,3,CREWWOMAN,1,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.002506265664160401,0.0012531328320802004,0.5
82,3,CREWMAN,2,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.005012531328320802,0.002506265664160401,0.5
83,3,ODO,52,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.13032581453634084,0.06516290726817042,0.5
84,3,O'BRIEN,34,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.08521303258145363,0.042606516290726815,0.5
85,3,QUARK,47,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.11779448621553884,0.05889724310776942,0.5
86,3,BASHIR,38,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.09523809523809523,0.047619047619047616,0.5
87,3,DAX,15,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.03759398496240601,0.018796992481203006,0.5
88,3,COMPUTER,18,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.045112781954887216,0.022556390977443608,0.5
89,3,JAKE,4,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.010025062656641603,0.005012531328320802,0.5
90,3,MAN,1,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.002506265664160401,0.0012531328320802004,0.5
91,3,NURSE,1,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.002506265664160401,0.0012531328320802004,0.5
92,3,SECURITY,1,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.002506265664160401,0.0012531328320802004,0.5
93,3,JABARA,7,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.017543859649122806,0.008771929824561403,0.5
94,3,ASOTH,5,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.012531328320802004,0.006265664160401002,0.5
95,3,EPS,1,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.002506265664160401,0.0012531328320802004,0.5
96,3,JAHEEL,14,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.03508771929824561,0.017543859649122806,0.5
97,3,SURMAK,16,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.040100250626566414,0.020050125313283207,0.5
98,3,GALIS,4,4,1,4,1/25/1993,Babel,2.5,"A deadly virus created by the Bajorans 18 years earlier inadvertently breaks loose aboard the station, and prompts a race against the clock to find a cure.",399,0.010025062656641603,0.005012531328320802,0.5
99,4,KIRA,10,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.028169014084507043,0.028169014084507043,1.0
100,4,SISKO,64,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.18028169014084508,0.18028169014084508,1.0
101,4,GIRL,1,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.0028169014084507044,0.0028169014084507044,1.0
102,4,ODO,26,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.07323943661971831,0.07323943661971831,1.0
103,4,O'BRIEN,119,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.3352112676056338,0.3352112676056338,1.0
104,4,QUARK,18,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.05070422535211268,0.05070422535211268,1.0
105,4,BASHIR,1,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.0028169014084507044,0.0028169014084507044,1.0
106,4,DAX,12,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.03380281690140845,0.03380281690140845,1.0
107,4,COMPUTER,5,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.014084507042253521,0.014084507042253521,1.0
108,4,O'BRIEN,1,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.0028169014084507044,0.0028169014084507044,1.0
109,4,SARDA,7,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.01971830985915493,0.01971830985915493,1.0
110,4,HUNTER,16,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.04507042253521127,0.04507042253521127,1.0
111,4,TOSK,75,5,1,5,2/1/1993,Captive Pursuit,3.0,"When O'Brien befriends the station's first visitor from the Gamma Quadrant, he learns that the mysterious alien is on the run from determined pursuers.",355,0.2112676056338028,0.2112676056338028,1.0
112,5,KIRA,19,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.05539358600583091,0.027696793002915453,0.5
113,5,SISKO,61,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.17784256559766765,0.08892128279883382,0.5
114,5,ODO,6,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.01749271137026239,0.008746355685131196,0.5
115,5,O'BRIEN,44,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.1282798833819242,0.0641399416909621,0.5
116,5,QUARK,52,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.15160349854227406,0.07580174927113703,0.5
117,5,BASHIR,27,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.07871720116618076,0.03935860058309038,0.5
118,5,DAX,30,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.08746355685131195,0.043731778425655975,0.5
119,5,VOICE,1,6,1,6,2/8/1993,Q-Less,2.5,A Runabout crew's discovery in the Gamma Quadrant of Q's former companion Vash leads Q to come to DS9 with questionable intentions.,343,0.0029154518950437317,0.0014577259475218659,0.5
